key	text	tooltip
character_trait_levels_removal_text_derpy_ic_bg_acolyte	He has left the trade behind, whatever he says.	false
character_trait_levels_onscreen_name_derpy_ic_bg_ashpriest	Ash-Priest	false
character_trait_levels_colour_text_derpy_ic_bg_ashpriest	He has burned enough offerings to have stopped smelling them.	false
character_trait_levels_explanation_text_derpy_ic_bg_ashpriest	What he did before you had a use for him, and who that puts him with at court.	false
character_trait_levels_removal_text_derpy_ic_bg_ashpriest	He has left the trade behind, whatever he says.	false
character_trait_levels_onscreen_name_derpy_ic_bg_taurukh	Bull Centaur Taurukh	false
character_trait_levels_colour_text_derpy_ic_bg_taurukh	Half a bull and entirely a zealot, which is the usual pairing.	false
character_trait_levels_explanation_text_derpy_ic_bg_taurukh	What he did before you had a use for him, and who that puts him with at court.	false
character_trait_levels_removal_text_derpy_ic_bg_taurukh	He has left the trade behind, whatever he says.	false
character_trait_levels_onscreen_name_derpy_ic_bg_daemonsmith	Daemonsmith	false
character_trait_levels_colour_text_derpy_ic_bg_daemonsmith	He talks to what he binds, and it is not clear who is listening.	false
character_trait_levels_explanation_text_derpy_ic_bg_daemonsmith	What he did before you had a use for him, and who that puts him with at court.	false
character_trait_levels_removal_text_derpy_ic_bg_daemonsmith	He has left the trade behind, whatever he says.	false
character_trait_levels_onscreen_name_derpy_ic_bg_gunnery	Gunnery Master	false
character_trait_levels_colour_text_derpy_ic_bg_gunnery	He can tell you what a barrel will do before it does it.	false
character_trait_levels_explanation_text_derpy_ic_bg_gunnery	What he did before you had a use for him, and who that puts him with at court.	false
character_trait_levels_removal_text_derpy_ic_bg_gunnery	He has left the trade behind, whatever he says.	false
character_trait_levels_onscreen_name_derpy_ic_bg_furnace	Furnace Master	false
character_trait_levels_colour_text_derpy_ic_bg_furnace	Twenty years at a furnace mouth. His eyes are not what they were.	false
character_trait_levels_explanation_text_derpy_ic_bg_furnace	What he did before you had a use for him, and who that puts him with at court.	false
character_trait_levels_removal_text_derpy_ic_bg_furnace	He has left the trade behind, whatever he says.	false
character_trait_levels_onscreen_name_derpy_ic_bg_overseer	Overseer of the Pits	false
character_trait_levels_colour_text_derpy_ic_bg_overseer	He counts a work gang the way other men count coin.	false
character_trait_levels_explanation_text_derpy_ic_bg_overseer	What he did before you had a use for him, and who that puts him with at court.	false
character_trait_levels_removal_text_derpy_ic_bg_overseer	He has left the trade behind, whatever he says.	false
character_trait_levels_onscreen_name_derpy_ic_bg_driver	Slave-Driver	false
character_trait_levels_colour_text_derpy_ic_bg_driver	Cheerful, loud, and entirely without a floor.	false
character_trait_levels_explanation_text_derpy_ic_bg_driver	What he did before you had a use for him, and who that puts him with at court.	false
character_trait_levels_removal_text_derpy_ic_bg_driver	He has left the trade behind, whatever he says.	false
character_trait_levels_onscreen_name_derpy_ic_bg_wrangler	Hobgoblin Wrangler	false
character_trait_levels_colour_text_derpy_ic_bg_wrangler	He handles hobgoblins, which means he trusts nothing that moves.	false
character_trait_levels_explanation_text_derpy_ic_bg_wrangler	What he did before you had a use for him, and who that puts him with at court.	false
character_trait_levels_removal_text_derpy_ic_bg_wrangler	He has left the trade behind, whatever he says.	false
character_trait_levels_onscreen_name_derpy_ic_bg_immortal	Immortal of Zharr	false
character_trait_levels_colour_text_derpy_ic_bg_immortal	He has stood in the front rank and expects the courtesy of it.	false
character_trait_levels_explanation_text_derpy_ic_bg_immortal	What he did before you had a use for him, and who that puts him with at court.	false
character_trait_levels_removal_text_derpy_ic_bg_immortal	He has left the trade behind, whatever he says.	false
character_trait_levels_onscreen_name_derpy_ic_bg_infernal	Infernal Guard	false
character_trait_levels_colour_text_derpy_ic_bg_infernal	Masked so long that the face underneath is a rumour.	false
character_trait_levels_explanation_text_derpy_ic_bg_infernal	What he did before you had a use for him, and who that puts him with at court.	false
character_trait_levels_removal_text_derpy_ic_bg_infernal	He has left the trade behind, whatever he says.	false
character_trait_levels_onscreen_name_derpy_ic_bg_siege	Siege Captain	false
character_trait_levels_colour_text_derpy_ic_bg_siege	He has taken walls down for a living and finds doors insulting.	false
character_trait_levels_explanation_text_derpy_ic_bg_siege	What he did before you had a use for him, and who that puts him with at court.	false
character_trait_levels_removal_text_derpy_ic_bg_siege	He has left the trade behind, whatever he says.	false
character_trait_levels_onscreen_name_derpy_ic_bg_broker	Broker of Zharr	false
character_trait_levels_colour_text_derpy_ic_bg_broker	He prices everything, including this conversation.	false
character_trait_levels_explanation_text_derpy_ic_bg_broker	What he did before you had a use for him, and who that puts him with at court.	false
character_trait_levels_removal_text_derpy_ic_bg_broker	He has left the trade behind, whatever he says.	false
character_trait_levels_onscreen_name_derpy_ic_bg_tribute	Tribute-Taker	false
character_trait_levels_colour_text_derpy_ic_bg_tribute	He has collected from people who could not pay, and did anyway.	false
character_trait_levels_explanation_text_derpy_ic_bg_tribute	What he did before you had a use for him, and who that puts him with at court.	false
character_trait_levels_removal_text_derpy_ic_bg_tribute	He has left the trade behind, whatever he says.	false
character_trait_levels_onscreen_name_derpy_ic_bg_harbour	Harbourmaster	false
character_trait_levels_colour_text_derpy_ic_bg_harbour	He knows what every hull on the Sea of Dread is carrying.	false
character_trait_levels_explanation_text_derpy_ic_bg_harbour	What he did before you had a use for him, and who that puts him with at court.	false
character_trait_levels_removal_text_derpy_ic_bg_harbour	He has left the trade behind, whatever he says.	false
character_trait_levels_onscreen_name_derpy_ic_bg_apprentice	Sorcerer's Apprentice	false
character_trait_levels_colour_text_derpy_ic_bg_apprentice	Never finished the Tower. Nobody asks him why.	false
character_trait_levels_explanation_text_derpy_ic_bg_apprentice	What he did before you had a use for him, and who that puts him with at court.	false
character_trait_levels_removal_text_derpy_ic_bg_apprentice	He has left the trade behind, whatever he says.	false
character_trait_levels_onscreen_name_derpy_ic_bg_clerk	Clerk of the Tower	false
character_trait_levels_colour_text_derpy_ic_bg_clerk	He has read more of the Tower's word than he was meant to.	false
character_trait_levels_explanation_text_derpy_ic_bg_clerk	What he did before you had a use for him, and who that puts him with at court.	false
character_trait_levels_removal_text_derpy_ic_bg_clerk	He has left the trade behind, whatever he says.	false
character_trait_levels_onscreen_name_derpy_ic_bg_omens	Reader of Omens	false
character_trait_levels_colour_text_derpy_ic_bg_omens	He reads the sky and tells you only the parts you can act on.	false
character_trait_levels_explanation_text_derpy_ic_bg_omens	What he did before you had a use for him, and who that puts him with at court.	false
character_trait_levels_removal_text_derpy_ic_bg_omens	He has left the trade behind, whatever he says.	false
character_trait_levels_onscreen_name_derpy_ic_bg_caravan	Caravan Master	false
character_trait_levels_colour_text_derpy_ic_bg_caravan	He has crossed the Wastes enough times to have stopped counting.	false
character_trait_levels_explanation_text_derpy_ic_bg_caravan	What he did before you had a use for him, and who that puts him with at court.	false
character_trait_levels_removal_text_derpy_ic_bg_caravan	He has left the trade behind, whatever he says.	false
character_trait_levels_onscreen_name_derpy_ic_bg_roadwarden	Road Warden	false
character_trait_levels_colour_text_derpy_ic_bg_roadwarden	He keeps a road open by making the alternative worse.	false
character_trait_levels_explanation_text_derpy_ic_bg_roadwarden	What he did before you had a use for him, and who that puts him with at court.	false
character_trait_levels_removal_text_derpy_ic_bg_roadwarden	He has left the trade behind, whatever he says.	false
character_trait_levels_onscreen_name_derpy_ic_bg_pathfinder	Walker of the Wastes	false
character_trait_levels_colour_text_derpy_ic_bg_pathfinder	He goes out further than anyone sensible and comes back.	false
character_trait_levels_explanation_text_derpy_ic_bg_pathfinder	What he did before you had a use for him, and who that puts him with at court.	false
character_trait_levels_removal_text_derpy_ic_bg_pathfinder	He has left the trade behind, whatever he says.	false
character_trait_levels_onscreen_name_derpy_ic_bg_ashfarmer	Ash-Farmer	false
character_trait_levels_colour_text_derpy_ic_bg_ashfarmer	He has made ash grow something, which nobody believes until they eat.	false
character_trait_levels_explanation_text_derpy_ic_bg_ashfarmer	What he did before you had a use for him, and who that puts him with at court.	false
character_trait_levels_removal_text_derpy_ic_bg_ashfarmer	He has left the trade behind, whatever he says.	false
character_trait_levels_onscreen_name_derpy_ic_bg_kiln	Kiln-Keeper	false
character_trait_levels_colour_text_derpy_ic_bg_kiln	He smells of slag and can judge a firing by the sound.	false
character_trait_levels_explanation_text_derpy_ic_bg_kiln	What he did before you had a use for him, and who that puts him with at court.	false
character_trait_levels_removal_text_derpy_ic_bg_kiln	He has left the trade behind, whatever he says.	false
character_trait_levels_onscreen_name_derpy_ic_bg_elder	Clan Elder	false
character_trait_levels_colour_text_derpy_ic_bg_elder	Old clan, small clan, and a memory for every slight in it.	false
character_trait_levels_explanation_text_derpy_ic_bg_elder	What he did before you had a use for him, and who that puts him with at court.	false
character_trait_levels_removal_text_derpy_ic_bg_elder	He has left the trade behind, whatever he says.	false
character_trait_levels_onscreen_name_derpy_ic_title_priest	High Priest of Hashut	false
character_trait_levels_colour_text_derpy_ic_title_priest	The Father of Darkness is served loudly, and the people are quiet.	false
character_trait_levels_explanation_text_derpy_ic_title_priest	Control: +6, Income from all buildings: +12%	false
character_trait_levels_removal_text_derpy_ic_title_priest	He has been stripped of the office, and everyone saw it.	false
character_trait_levels_onscreen_name_derpy_ic_title_forge	Grand Overseer of the Forge	false
character_trait_levels_colour_text_derpy_ic_title_forge	The forges of Zharr Naggrund answer to one voice, and it is his.	false
character_trait_levels_explanation_text_derpy_ic_title_forge	Armaments output: +15%, Raw Materials output: +12%	false
character_trait_levels_removal_text_derpy_ic_title_forge	He has been stripped of the office, and everyone saw it.	false
character_trait_levels_onscreen_name_derpy_ic_title_ledger	Keeper of the Black Ledger	false
character_trait_levels_colour_text_derpy_ic_title_ledger	Every debt in the Dark Lands is written down, and he holds the book.	false
character_trait_levels_explanation_text_derpy_ic_title_ledger	Income from all buildings: +12%	false
character_trait_levels_removal_text_derpy_ic_title_ledger	He has been stripped of the office, and everyone saw it.	false
character_trait_levels_onscreen_name_derpy_ic_title_warden	Warden of the Marches	false
character_trait_levels_colour_text_derpy_ic_title_warden	The outer holds are watched, and the watchers are paid on time.	false
character_trait_levels_explanation_text_derpy_ic_title_warden	Upkeep: -10%, Casualty replenishment rate: +10%	false
character_trait_levels_removal_text_derpy_ic_title_warden	He has been stripped of the office, and everyone saw it.	false
character_trait_levels_onscreen_name_derpy_ic_title_hand	Hand of the Tower	false
character_trait_levels_colour_text_derpy_ic_title_hand	He carries the Sorcerer-Prophets' word down the Tower, unaltered.	false
character_trait_levels_explanation_text_derpy_ic_title_hand	Research rate: +10	false
character_trait_levels_removal_text_derpy_ic_title_hand	He has been stripped of the office, and everyone saw it.	false
character_trait_levels_onscreen_name_derpy_ic_title_chains	Keeper of the Chains	false
character_trait_levels_colour_text_derpy_ic_title_chains	He counts the work gangs, and the gangs know he counts them.	false
character_trait_levels_explanation_text_derpy_ic_title_chains	Workload requirement for Raw Materials: -15%	false
character_trait_levels_removal_text_derpy_ic_title_chains	He has been stripped of the office, and everyone saw it.	false
character_trait_levels_onscreen_name_derpy_ic_title_pits	Master of the Pits	false
character_trait_levels_colour_text_derpy_ic_title_pits	What comes back from a battlefield is his to sort and his to sell.	false
character_trait_levels_explanation_text_derpy_ic_title_pits	Labour gained post-battle: +24%	false
character_trait_levels_removal_text_derpy_ic_title_pits	He has been stripped of the office, and everyone saw it.	false
character_trait_levels_onscreen_name_derpy_ic_title_quarry	Master of the Quarries	false
character_trait_levels_colour_text_derpy_ic_title_quarry	The black rock comes up faster when somebody is counting the carts.	false
character_trait_levels_explanation_text_derpy_ic_title_quarry	Raw Materials output: +9%	false
character_trait_levels_removal_text_derpy_ic_title_quarry	He has been stripped of the office, and everyone saw it.	false
character_trait_levels_onscreen_name_derpy_ic_title_roads	Warden of the Caravan Roads	false
character_trait_levels_colour_text_derpy_ic_title_roads	The roads out of Zharr are his, and they are quicker than they were.	false
character_trait_levels_explanation_text_derpy_ic_title_roads	Campaign movement range: +6%	false
character_trait_levels_removal_text_derpy_ic_title_roads	He has been stripped of the office, and everyone saw it.	false
character_trait_levels_onscreen_name_derpy_ic_title_kilns	Keeper of the Kilns	false
character_trait_levels_colour_text_derpy_ic_title_kilns	Brick and slag leave his kilns cheaper than anyone can explain.	false
character_trait_levels_explanation_text_derpy_ic_title_kilns	Construction cost: -8% for all buildings	false
character_trait_levels_removal_text_derpy_ic_title_kilns	He has been stripped of the office, and everyone saw it.	false
character_trait_levels_onscreen_name_derpy_ic_title_fields	Steward of the Ash Fields	false
character_trait_levels_colour_text_derpy_ic_title_fields	Even ash will grow something, if a Dawi Zharr is made to care.	false
character_trait_levels_explanation_text_derpy_ic_title_fields	Growth: +10	false
character_trait_levels_removal_text_derpy_ic_title_fields	He has been stripped of the office, and everyone saw it.	false
character_trait_levels_onscreen_name_derpy_ic_title_scribes	Master of the Scribes	false
character_trait_levels_colour_text_derpy_ic_title_scribes	His clerks know which door to knock on, and when.	false
character_trait_levels_explanation_text_derpy_ic_title_scribes	Hero action success chance: +8%	false
character_trait_levels_removal_text_derpy_ic_title_scribes	He has been stripped of the office, and everyone saw it.	false
character_trait_levels_onscreen_name_derpy_ic_title_muster	Warden of the Muster	false
character_trait_levels_colour_text_derpy_ic_title_muster	He knows what a warrior costs, and he pays no more than that.	false
character_trait_levels_explanation_text_derpy_ic_title_muster	Recruitment cost: -8%	false
character_trait_levels_removal_text_derpy_ic_title_muster	He has been stripped of the office, and everyone saw it.	false
character_trait_levels_onscreen_name_derpy_ic_title_banners	Keeper of the Banners	false
character_trait_levels_colour_text_derpy_ic_title_banners	Raiding is an accounting exercise, and he keeps the account.	false
character_trait_levels_explanation_text_derpy_ic_title_banners	Income from raiding: +10%	false
character_trait_levels_removal_text_derpy_ic_title_banners	He has been stripped of the office, and everyone saw it.	false
event_feed_strings_text_derpy_ic_event_plot_ok_title	The Court Moves	false
event_feed_strings_text_derpy_ic_event_plot_ok_primary	Your move succeeded. The court has felt it, and the parties have adjusted their opinion of you accordingly.	false
event_feed_strings_text_derpy_ic_event_plot_ok_secondary	SUCCESS	false
event_feed_strings_text_derpy_ic_event_plot_fail_title	The Court Refuses	false
event_feed_strings_text_derpy_ic_event_plot_fail_primary	Your move failed. What it cost you is spent, and the party it was aimed at now knows you tried.	false
event_feed_strings_text_derpy_ic_event_plot_fail_secondary	FAILURE	false
event_feed_strings_text_derpy_ic_event_office_lost_title	A Seat Stands Empty	false
event_feed_strings_text_derpy_ic_event_office_lost_primary	An officer no longer holds his seat. The office grants nothing while it stands empty, and its party will not thank you for the vacancy.	false
event_feed_strings_text_derpy_ic_event_party_joined_title	A Party Enters the Court	false
event_feed_strings_text_derpy_ic_event_party_joined_primary	A faction you absorbed has brought its men into your court as a party of its own. It holds weight now, and it will expect seats.	false
event_feed_strings_text_derpy_ic_event_party_joined_secondary	THE COURT GROWS	false
event_feed_strings_text_derpy_ic_event_secede_warn_title	A Party Prepares to Leave	false
event_feed_strings_text_derpy_ic_event_secede_warn_primary	A party has begun counting down to secession. When the count runs out it takes its provinces with it. Settle with it, or take its seats away before it can.	false
event_feed_strings_text_derpy_ic_event_secede_warn_secondary	SECESSION PENDING	false
event_feed_strings_text_derpy_ic_event_snub_title	A Party Is Slighted	false
event_feed_strings_text_derpy_ic_event_snub_primary	A party is owed a seat it does not hold. Its loyalty falls every turn the grievance stands.	false
event_feed_strings_text_derpy_ic_event_secede_done_title	A Party Has Broken With You	false
event_feed_strings_text_derpy_ic_event_secede_done_primary	A party has left your court. It has taken land with it, and there is an army of its own people standing on that land. Its seats are empty and its men have come home to your own house.	false
event_feed_strings_text_derpy_ic_event_secede_done_secondary	SECESSION	false
event_feed_strings_text_derpy_ic_event_loyalty_warn_title	A Party Turns Against You	false
event_feed_strings_text_derpy_ic_event_loyalty_warn_primary	A party's loyalty has fallen far enough to be worth watching. Give it a seat, or buy it off - a party that reaches the bottom does not wait, and it leaves with whatever land it holds.	false
event_feed_strings_text_derpy_ic_event_loyalty_warn_secondary	DISLOYALTY	false
event_feed_strings_text_derpy_ic_event_splinter_title	Your Own House Splits	false
event_feed_strings_text_derpy_ic_event_splinter_primary	Your party's loyalty has run out. The men who will not answer to you any more have organised as an interest of their own - they hold a share of the court that used to be yours, and they will expect seats like any other party.	false
event_feed_strings_text_derpy_ic_event_splinter_secondary	A NEW PARTY	false
event_feed_strings_text_derpy_ic_event_secede_soon_title	The Count Is Nearly Out	false
event_feed_strings_text_derpy_ic_event_secede_soon_primary	A party that began counting down to secession is close to the end of it. When the count runs out it leaves, and it takes the provinces it holds with it. There will be no further warning.	false
event_feed_strings_text_derpy_ic_event_secede_soon_secondary	SECESSION IMMINENT	false
event_feed_strings_text_derpy_ic_event_splinter_warn_title	Your Own House Is Turning	false
event_feed_strings_text_derpy_ic_event_splinter_warn_primary	Your party's loyalty has run out. The men who will not answer to you any more are organising as an interest of their own, and when they finish they will hold a share of the court that is currently yours. Win them back before it is settled, or lose them.	false
event_feed_strings_text_derpy_ic_event_splinter_warn_secondary	A SPLIT PENDING	false
event_feed_strings_text_derpy_ic_event_dissolved_title	A Party Dissolves	false
event_feed_strings_text_derpy_ic_event_dissolved_primary	A party with nobody left in it and no province to its name has broken up rather than walk out. Nobody leaves and nothing is lost; its share of the court is simply gone.	false
event_feed_strings_text_derpy_ic_event_dissolved_secondary	PARTY DISSOLVED	false
event_feed_strings_text_derpy_ic_event_party_plot_warn_title	A Party Moves Against You	false
event_feed_strings_text_derpy_ic_event_party_plot_warn_primary	One of the court's parties is preparing to strike at the Crown next turn. Open the Iron Court: their card names the man and the move, and what would stop it.	false
event_feed_strings_text_derpy_ic_event_party_plot_warn_secondary	WARNING	false
event_feed_strings_text_derpy_ic_event_party_plot_ok_title	The Court Strikes at the Crown	false
event_feed_strings_text_derpy_ic_event_party_plot_ok_primary	A party's move against the Crown has landed. The court record says who did it and what it cost you.	false
event_feed_strings_text_derpy_ic_event_party_plot_ok_secondary	STRUCK	false
event_feed_strings_text_derpy_ic_event_party_plot_fail_title	A Plot Is Foiled	false
event_feed_strings_text_derpy_ic_event_party_plot_fail_primary	A party tried to move against the Crown and failed. What it spent is gone, and the court record names them.	false
event_feed_strings_text_derpy_ic_event_party_plot_fail_secondary	FOILED	false
event_feed_strings_text_derpy_ic_event_party_plot_dropped_title	A Plot Comes to Nothing	false
event_feed_strings_text_derpy_ic_event_party_plot_dropped_primary	The move a party was preparing against the Crown has fallen apart before it could land.	false
event_feed_strings_text_derpy_ic_event_party_plot_dropped_secondary	ABANDONED	false
event_feed_strings_text_derpy_ic_event_party_feud_title	A Feud in the Court	false
event_feed_strings_text_derpy_ic_event_party_feud_primary	Two parties have turned on each other. While the feud lasts they strike at each other rather than at you.	false
event_feed_strings_text_derpy_ic_event_party_feud_secondary	FEUD	false
event_feed_strings_text_derpy_ic_event_party_feud_end_title	A Feud Ends	false
event_feed_strings_text_derpy_ic_event_party_feud_end_primary	A feud between two parties is over. Either may turn its attention back to the Crown.	false
event_feed_strings_text_derpy_ic_event_party_feud_end_secondary	FEUD OVER	false
event_feed_strings_text_derpy_ic_event_party_feud_murder_title	Blood Between Parties	false
event_feed_strings_text_derpy_ic_event_party_feud_murder_primary	A feud at court has ended in a killing. One of your men is dead at the hands of a rival party. The court record names both sides.	false
event_feed_strings_text_derpy_ic_event_party_feud_murder_secondary	KILLED	false
event_feed_strings_text_derpy_ic_event_party_demand_title	A Party Makes a Demand	false
event_feed_strings_text_derpy_ic_event_party_demand_primary	One of the court's parties demands a post for one of its men. Their card names the man and the post. Grant it and their loyalty rises; refuse it, or let the time run out, and it falls.	false
event_feed_strings_text_derpy_ic_event_party_demand_secondary	DEMAND	false
event_feed_strings_text_derpy_ic_event_party_demand_refused_title	A Demand Refused	false
event_feed_strings_text_derpy_ic_event_party_demand_refused_primary	A party's demand went unmet. They will remember it, and their loyalty has fallen.	false
event_feed_strings_text_derpy_ic_event_party_demand_refused_secondary	REFUSED	false
event_feed_strings_text_derpy_ic_event_party_offer_title	A Party Offers a Favour	false
event_feed_strings_text_derpy_ic_event_party_offer_primary	A loyal party offers the Crown something for nothing. Their card says what. Click it to accept or decline, but the offer will not wait long, and the other parties will notice if you take it.	false
event_feed_strings_text_derpy_ic_event_party_offer_secondary	OFFER	false
event_feed_strings_text_derpy_ic_move_bribe_ok	BRIBE - SUCCESS	false
event_feed_strings_text_derpy_ic_move_bribe_fail	BRIBE - FAILURE	false
event_feed_strings_text_derpy_ic_move_discredit_ok	DISCREDIT - SUCCESS	false
event_feed_strings_text_derpy_ic_move_discredit_fail	DISCREDIT - FAILURE	false
event_feed_strings_text_derpy_ic_move_rumour_ok	SPREAD RUMOURS - SUCCESS	false
event_feed_strings_text_derpy_ic_move_rumour_fail	SPREAD RUMOURS - FAILURE	false
event_feed_strings_text_derpy_ic_move_murder_ok	A FORGE ACCIDENT - SUCCESS	false
event_feed_strings_text_derpy_ic_move_murder_fail	A FORGE ACCIDENT - FAILURE	false
event_feed_strings_text_derpy_ic_move_provoke_ok	PROVOKE - SUCCESS	false
event_feed_strings_text_derpy_ic_move_provoke_fail	PROVOKE - FAILURE	false
event_feed_strings_text_derpy_ic_move_purge_ok	PURGE THE HOUSE - SUCCESS	false
event_feed_strings_text_derpy_ic_move_purge_fail	PURGE THE HOUSE - FAILURE	false
event_feed_strings_text_derpy_ic_move_unseat_ok	STRIKE THEIR SEATS - SUCCESS	false
event_feed_strings_text_derpy_ic_move_unseat_fail	STRIKE THEIR SEATS - FAILURE	false
event_feed_strings_text_derpy_ic_move_recall_ok	RECALL THEIR GOVERNORS - SUCCESS	false
event_feed_strings_text_derpy_ic_move_recall_fail	RECALL THEIR GOVERNORS - FAILURE	false
event_feed_strings_text_derpy_ic_move_oath_ok	BLOOD-OATH ON THE ANVIL - SUCCESS	false
event_feed_strings_text_derpy_ic_move_oath_fail	BLOOD-OATH ON THE ANVIL - FAILURE	false
event_feed_strings_text_derpy_ic_move_patron_ok	STAND HIS PATRON - SUCCESS	false
event_feed_strings_text_derpy_ic_move_patron_fail	STAND HIS PATRON - FAILURE	false
event_feed_strings_text_derpy_ic_move_kinsman_ok	NAME HIM KINSMAN - SUCCESS	false
event_feed_strings_text_derpy_ic_move_kinsman_fail	NAME HIM KINSMAN - FAILURE	false
event_feed_strings_text_derpy_ic_move_pledge_ok	PLEDGE OF THE FORGE - SUCCESS	false
event_feed_strings_text_derpy_ic_move_pledge_fail	PLEDGE OF THE FORGE - FAILURE	false
event_feed_strings_text_derpy_ic_move_embezzle_ok	EMBEZZLE FROM THE VAULTS - SUCCESS	false
event_feed_strings_text_derpy_ic_move_embezzle_fail	EMBEZZLE FROM THE VAULTS - FAILURE	false
event_feed_strings_text_derpy_ic_move_feast_ok	A FEAST OF ASH - SUCCESS	false
event_feed_strings_text_derpy_ic_move_feast_fail	A FEAST OF ASH - FAILURE	false
event_feed_strings_text_derpy_ic_move_audience_ok	HOLD THE ASH COURT - SUCCESS	false
event_feed_strings_text_derpy_ic_move_audience_fail	HOLD THE ASH COURT - FAILURE	false
event_feed_strings_text_derpy_ic_move_circuit_ok	RIDE THE CIRCUIT - SUCCESS	false
event_feed_strings_text_derpy_ic_move_circuit_fail	RIDE THE CIRCUIT - FAILURE	false
missions_localised_title_derpy_ic_demand_office	A Party Demands an Office	false
missions_localised_description_derpy_ic_demand_office	One of the court's parties wants one of its men seated in a vacant office. Their party card names the man and the office. Seat him before the time runs out and their loyalty rises; let it run out, or give the office to someone else, and it falls.	false
missions_localised_mission_completed_text_derpy_ic_demand_office	The office is filled as they asked, and the party is satisfied.	false
mission_text_text_derpy_ic_demand_office	Seat the party's man in the office they named (see their party card).	false
missions_localised_title_derpy_ic_demand_province	A Party Demands a Province	false
missions_localised_description_derpy_ic_demand_province	One of the court's parties wants one of its men made overseer of a province. Their party card names the man and the province. Appoint him before the time runs out and their loyalty rises; let it run out, or give the province to someone else, and it falls.	false
missions_localised_mission_completed_text_derpy_ic_demand_province	The province has the overseer they asked for, and the party is satisfied.	false
mission_text_text_derpy_ic_demand_province	Make the party's man overseer of the province they named (see their party card).	false
campaign_payload_ui_details_description_derpy_ic_demand_reward	The party's loyalty rises.	false
